,Scrap_time,Airline1_Back,Airline2_There,Airline2_Back,Airline1_There,Days,Journey_time,prediction
230,20.0,Ryanair,Ryanair,Ryanair,Ryanair,35.0,5.0,31.816279106287375
231,20.0,Ryanair,Ryanair,Ryanair,Ryanair,6.0,6.0,33.48755534035999
232,20.0,Ryanair,Ryanair,Ryanair,Ryanair,165.0,6.0,32.47488465145451
233,2.0,none,none,none,none,132.0,4.0,35.24525818358173
234,2.0,none,none,none,none,134.0,8.0,34.636330252768346
235,2.0,none,none,none,none,235.0,7.0,33.091233225131404
236,2.0,none,none,none,none,42.0,7.0,34.494611335901695
237,2.0,none,none,none,none,121.0,7.0,34.636330252768346
238,20.0,none,none,none,none,22.0,4.0,33.66207336470631
239,20.0,none,none,none,none,175.0,7.0,33.47613035937475
240,2.0,Ryanair,Ryanair,Ryanair,Ryanair,247.0,6.0,32.077856704677
241,2.0,Ryanair,Ryanair,Ryanair,Ryanair,154.0,8.0,31.491395189533723
242,2.0,Ryanair,Ryanair,Ryanair,Ryanair,249.0,5.0,32.077856704677
243,2.0,Ryanair,Ryanair,Ryanair,Ryanair,181.0,4.0,32.63458724740046
244,2.0,Ryanair,Ryanair,Ryanair,Ryanair,158.0,5.0,32.4345031049385
245,20.0,Ryanair,Ryanair,Ryanair,Ryanair,263.0,7.0,31.79961169579311
246,20.0,Ryanair,Ryanair,Ryanair,Ryanair,183.0,5.0,32.47488465145451
247,2.0,none,none,none,none,28.0,5.0,31.87621942220622
248,2.0,none,none,none,none,23.0,7.0,31.963071826919798
249,2.0,none,none,none,none,177.0,4.0,34.50698204581971
250,2.0,none,none,none,none,177.0,7.0,33.54716915179322
251,2.0,none,none,none,none,29.0,4.0,34.03443630250932
252,2.0,none,none,none,none,241.0,8.0,33.091233225131404
253,2.0,none,none,none,none,293.0,8.0,33.274261019763664
254,2.0,none,none,none,none,89.0,7.0,34.494611335901695
255,20.0,none,none,none,none,274.0,6.0,32.30824605141949
256,20.0,none,none,none,none,44.0,5.0,34.14063399359467
257,20.0,none,none,none,none,14.0,4.0,33.79892314861633
258,2.0,Ryanair,Ryanair,Ryanair,Ryanair,135.0,4.0,32.66836404269689
259,2.0,Ryanair,Ryanair,Ryanair,Ryanair,38.0,5.0,31.590919721273764
260,2.0,Ryanair,Ryanair,Ryanair,Ryanair,299.0,8.0,31.551515873955832
261,2.0,Ryanair,Ryanair,Ryanair,Ryanair,130.0,6.0,32.64777728731868
262,2.0,Ryanair,Ryanair,Ryanair,Ryanair,122.0,6.0,32.64777728731868
263,2.0,Ryanair,Ryanair,Ryanair,Ryanair,266.0,7.0,31.927385125054496
264,20.0,Ryanair,Ryanair,Ryanair,Ryanair,268.0,8.0,31.169903079259456
265,20.0,Ryanair,Ryanair,Ryanair,Ryanair,45.0,6.0,31.816279106287375
266,20.0,Ryanair,Ryanair,Ryanair,Ryanair,124.0,6.0,32.68815883383469
267,2.0,none,none,none,none,41.0,5.0,34.488963754425605
268,2.0,none,none,none,none,137.0,4.0,35.24525818358173
269,20.0,none,none,none,none,49.0,7.0,34.14628157507076
270,20.0,none,none,none,none,153.0,6.0,33.47048277789865
271,20.0,none,none,none,none,155.0,7.0,33.47613035937475
272,20.0,none,none,none,none,300.0,4.0,32.00114169271
273,20.0,none,none,none,none,186.0,5.0,33.47048277789865
274,20.0,none,none,none,none,260.0,6.0,32.35559270058941
275,2.0,Ryanair,Ryanair,Ryanair,Ryanair,285.0,4.0,32.0569909560458
276,2.0,Ryanair,Ryanair,Ryanair,Ryanair,293.0,5.0,32.079111850269165
277,2.0,Ryanair,Ryanair,Ryanair,Ryanair,51.0,7.0,32.228146862371396
278,2.0,Ryanair,Ryanair,Ryanair,Ryanair,265.0,4.0,32.05683001395983
279,20.0,Ryanair,Ryanair,Ryanair,Ryanair,26.0,8.0,31.95529457813304
280,20.0,Ryanair,Ryanair,Ryanair,Ryanair,130.0,5.0,32.68815883383469
281,20.0,Ryanair,Ryanair,Ryanair,Ryanair,22.0,4.0,33.218427730017915
282,20.0,Ryanair,Ryanair,Ryanair,Ryanair,289.0,7.0,31.799278269564336
283,20.0,Ryanair,Ryanair,Ryanair,Ryanair,120.0,8.0,31.510325694299638
284,20.0,Ryanair,Ryanair,Ryanair,Ryanair,267.0,4.0,31.907494019301186
285,2.0,none,none,none,none,18.0,5.0,31.885129186330005
286,2.0,none,none,none,none,264.0,5.0,33.09924737845524
287,2.0,none,none,none,none,49.0,7.0,34.494611335901695
288,20.0,none,none,none,none,134.0,8.0,34.321172037007614
289,20.0,none,none,none,none,135.0,6.0,34.282352910461306
290,20.0,none,none,none,none,247.0,7.0,32.735577451053196
291,20.0,none,none,none,none,31.0,8.0,34.17945312014096
292,20.0,none,none,none,none,127.0,7.0,34.288000491937396
293,2.0,Ryanair,Ryanair,Ryanair,Ryanair,295.0,7.0,31.924936700961958
294,2.0,Ryanair,Ryanair,Ryanair,Ryanair,248.0,5.0,32.077856704677
295,20.0,Ryanair,Ryanair,Ryanair,Ryanair,24.0,8.0,31.92942423519463
296,20.0,Ryanair,Ryanair,Ryanair,Ryanair,139.0,6.0,32.72110570126529
297,20.0,Ryanair,Ryanair,Ryanair,Ryanair,177.0,4.0,32.67496879391648
298,20.0,Ryanair,Ryanair,Ryanair,Ryanair,246.0,6.0,31.928520710018354
299,20.0,Ryanair,Ryanair,Ryanair,Ryanair,234.0,6.0,31.914024752038138
300,2.0,none,none,none,none,301.0,7.0,33.274261019763664
301,2.0,none,none,none,none,176.0,4.0,34.50698204581971
302,2.0,none,none,none,none,236.0,7.0,33.091233225131404
303,2.0,none,none,none,none,266.0,8.0,33.413821182343234
304,2.0,none,none,none,none,184.0,5.0,33.54152157031714
305,20.0,none,none,none,none,257.0,6.0,32.35559270058941
306,20.0,none,none,none,none,235.0,8.0,32.6560336106917
307,20.0,none,none,none,none,251.0,7.0,32.735577451053196
308,2.0,Ryanair,Ryanair,Ryanair,Ryanair,151.0,4.0,32.63458724740046
309,2.0,Ryanair,Ryanair,Ryanair,Ryanair,241.0,4.0,31.997988844958797
310,2.0,Ryanair,Ryanair,Ryanair,Ryanair,162.0,8.0,31.491395189533723
311,20.0,Ryanair,Ryanair,Ryanair,Ryanair,40.0,6.0,31.816279106287375
312,20.0,Ryanair,Ryanair,Ryanair,Ryanair,49.0,8.0,31.49590199271547
313,20.0,Ryanair,Ryanair,Ryanair,Ryanair,298.0,4.0,31.90765496138716
314,2.0,none,none,none,none,264.0,6.0,33.02551095111165
315,2.0,none,none,none,none,137.0,7.0,34.636330252768346
316,2.0,none,none,none,none,86.0,8.0,34.494611335901695
317,2.0,none,none,none,none,181.0,7.0,33.54716915179322
318,20.0,none,none,none,none,51.0,4.0,34.544880167113035
319,20.0,none,none,none,none,50.0,6.0,34.14063399359467
320,2.0,Ryanair,Ryanair,Ryanair,Ryanair,24.0,7.0,33.714810613144174
321,2.0,Ryanair,Ryanair,Ryanair,Ryanair,18.0,8.0,32.327891442336735
322,2.0,Ryanair,Ryanair,Ryanair,Ryanair,39.0,6.0,31.590919721273764
323,2.0,Ryanair,Ryanair,Ryanair,Ryanair,240.0,7.0,31.905725503195676
324,2.0,Ryanair,Ryanair,Ryanair,Ryanair,272.0,6.0,32.077856704677
325,20.0,Ryanair,Ryanair,Ryanair,Ryanair,276.0,4.0,31.90765496138716
326,20.0,Ryanair,Ryanair,Ryanair,Ryanair,289.0,5.0,31.92977585561052
327,20.0,Ryanair,Ryanair,Ryanair,Ryanair,121.0,6.0,32.68815883383469
328,20.0,Ryanair,Ryanair,Ryanair,Ryanair,181.0,6.0,32.47488465145451
329,20.0,Ryanair,Ryanair,Ryanair,Ryanair,184.0,4.0,32.67496879391648
330,2.0,none,none,none,none,48.0,4.0,34.98373556223235
331,2.0,none,none,none,none,42.0,6.0,34.488963754425605
332,2.0,none,none,none,none,255.0,4.0,32.69158862298382
333,2.0,none,none,none,none,4.0,6.0,31.96331782531068
334,2.0,none,none,none,none,35.0,8.0,34.414320346371234
335,2.0,none,none,none,none,155.0,8.0,33.54716915179322
336,2.0,none,none,none,none,15.0,5.0,31.989512555189116
337,2.0,none,none,none,none,15.0,6.0,31.96331782531068
338,2.0,none,none,none,none,144.0,5.0,33.54152157031714
339,2.0,none,none,none,none,184.0,8.0,33.54716915179322
340,20.0,none,none,none,none,245.0,4.0,32.74643008169066
341,20.0,none,none,none,none,32.0,5.0,34.14063399359467
342,20.0,none,none,none,none,5.0,4.0,33.79892314861633
